Region,Country,Gateway,cabinndclass,Metric,SubMetric,Values,Month
AER,France,BHX,J,RASK,CY,2179,20170101
AER,France,BHX,J,RASK,VTL,3,20170101
AER,France,BHX,J,ASK,CY,2,20170101
AER,France,BHX,J,ASK,V.LY,6.5,20170101
AER,France,BHX,J,Yield,CY,6.5,20170101
AER,France,BHX,J,Yield,VTL,9,20170101
AER,France,BHX,J,LoadFactor,CY,66,20170101
AER,France,BHX,J,LoadFactor,VTL,1.32,20170101
AER,France,BHX,Y,Bookings,CY,0.21,20170101
AER,France,BHX,Y,Bookings,VTL(%),24,20170101
AER,France,BHX,Y,Bookings,TKT(%),96,20170101
AER,France,BHX,Y,Passenger,Forecast,0.23,20170101
AER,France,BHX,Y,Passenger,BGT,0.25,20170101
AER,France,BHX,Y,Passenger,VTB(%),3,20170101
AER,France,BHX,Y,Passenger,VTL(%),8,20170101
AER,France,BHX,Y,ATV,Forecast,305.2,20170101
AER,France,BHX,Y,ATV,BGT,371.5,20170101
AER,France,BHX,Y,ATV,VTB(%),11,20170101
AER,France,BHX,Y,ATV,VTL(%),6,20170101
AER,France,BHX,Y,Revenue,Forecast,132,20170101
AER,France,BHX,Y,Revenue,BGT,123.6,20170101
AER,France,BHX,Y,Revenue,VTB(%),13,20170101
AER,France,BHX,Y,Revenue,VTL(%),2,20170101
AER,France,BHX,Y,SAmarketShare(%),CY(%),5.23,20170101
AER,France,BHX,Y,SAmarketShare(%),VTL(pts),3.12,20170101
AER,France,BHX,Y,RASK,CY,2465,20170101
AER,France,BHX,Y,RASK,VTL,4,20170101
AER,France,BHX,Y,ASK,CY,2,20170101
AER,France,BHX,Y,ASK,V.LY,6.2,20170101
AER,France,BHX,Y,Yield,CY,6.3,20170101
AER,France,BHX,Y,Yield,VTL,9,20170101
AER,France,BHX,Y,LoadFactor,CY,86,20170101
AER,France,BHX,Y,LoadFactor,VTL,1.23,20170101
AUSASIA,portugal,LHR,F,Bookings,CY,0.05,20170101
AUSASIA,portugal,LHR,F,Bookings,VTL(%),34,20170101
AUSASIA,portugal,LHR,F,Bookings,TKT(%),92,20170101
AUSASIA,portugal,LHR,F,Passenger,Forecast,0.04,20170101
AUSASIA,portugal,LHR,F,Passenger,BGT,0.25,20170101
AUSASIA,portugal,LHR,F,Passenger,VTB(%),3,20170101
AUSASIA,portugal,LHR,F,Passenger,VTL(%),8,20170101
AUSASIA,portugal,LHR,F,ATV,Forecast,312.6,20170101
AUSASIA,portugal,LHR,F,ATV,BGT,324.3,20170101
AUSASIA,portugal,LHR,F,ATV,VTB(%),16,20170101
AUSASIA,portugal,LHR,F,ATV,VTL(%),5,20170101
AUSASIA,portugal,LHR,F,Revenue,Forecast,135,20170101
AUSASIA,portugal,LHR,F,Revenue,BGT,165.2,20170101
AUSASIA,portugal,LHR,F,Revenue,VTB(%),15,20170101
AUSASIA,portugal,LHR,F,Revenue,VTL(%),3,20170101
AUSASIA,portugal,LHR,F,SAmarketShare(%),CY(%),4.26,20170101
AUSASIA,portugal,LHR,F,SAmarketShare(%),VTL(pts),2.9,20170101
AUSASIA,portugal,LHR,F,RASK,CY,2341,20170101
AUSASIA,portugal,LHR,F,RASK,VTL,5,20170101
AUSASIA,portugal,LHR,F,ASK,CY,3,20170101
AUSASIA,portugal,LHR,F,ASK,V.LY,5.3,20170101
AUSASIA,portugal,LHR,F,Yield,CY,6.3,20170101
AUSASIA,portugal,LHR,F,Yield,VTL,7,20170101
AUSASIA,portugal,LHR,F,LoadFactor,CY,68,20170101
AUSASIA,portugal,LHR,F,LoadFactor,VTL,1.32,20170101
AUSASIA,portugal,LHR,J,Bookings,CY,0.18,20170101
AUSASIA,portugal,LHR,J,Bookings,VTL(%),26,20170101
AUSASIA,portugal,LHR,J,Bookings,TKT(%),78,20170101
AUSASIA,portugal,LHR,J,Passenger,Forecast,0.32,20170101
AUSASIA,portugal,LHR,J,Passenger,BGT,0.36,20170101
AUSASIA,portugal,LHR,J,Passenger,VTB(%),4,20170101
AUSASIA,portugal,LHR,J,Passenger,VTL(%),7,20170101
AUSASIA,portugal,LHR,J,ATV,Forecast,303.6,20170101
AUSASIA,portugal,LHR,J,ATV,BGT,315.6,20170101
AUSASIA,portugal,LHR,J,ATV,VTB(%),13,20170101
AUSASIA,portugal,LHR,J,ATV,VTL(%),4,20170101
AUSASIA,portugal,LHR,J,Revenue,Forecast,121,20170101
AUSASIA,portugal,LHR,J,Revenue,BGT,175.3,20170101
AUSASIA,portugal,LHR,J,Revenue,VTB(%),13,20170101
AUSASIA,portugal,LHR,J,Revenue,VTL(%),4,20170101
AUSASIA,portugal,LHR,J,SAmarketShare(%),CY(%),5.49,20170101
AUSASIA,portugal,LHR,J,SAmarketShare(%),VTL(pts),2.16,20170101
AUSASIA,portugal,LHR,J,RASK,CY,2351,20170101
AUSASIA,portugal,LHR,J,RASK,VTL,4,20170101
AUSASIA,portugal,LHR,J,ASK,CY,2,20170101
AUSASIA,portugal,LHR,J,ASK,V.LY,5.4,20170101
AUSASIA,portugal,LHR,J,Yield,CY,6.1,20170101
AUSASIA,portugal,LHR,J,Yield,VTL,9,20170101
AUSASIA,portugal,LHR,J,LoadFactor,CY,66,20170101
AUSASIA,portugal,LHR,J,LoadFactor,VTL,1.36,20170101
AUSASIA,portugal,LHR,Y,Bookings,CY,0.21,20170101
AUSASIA,portugal,LHR,Y,Bookings,VTL(%),21,20170101
AUSASIA,portugal,LHR,Y,Bookings,TKT(%),58,20170101
AUSASIA,portugal,LHR,Y,Passenger,Forecast,0.25,20170101
AUSASIA,portugal,LHR,Y,Passenger,BGT,0.23,20170101
AUSASIA,portugal,LHR,Y,Passenger,VTB(%),6,20170101
AUSASIA,portugal,LHR,Y,Passenger,VTL(%),6,20170101
AUSASIA,portugal,LHR,Y,ATV,Forecast,302.9,20170101
AUSASIA,portugal,LHR,Y,ATV,BGT,352.3,20170101
AUSASIA,portugal,LHR,Y,ATV,VTB(%),10,20170101
AUSASIA,portugal,LHR,Y,ATV,VTL(%),6,20170101
AUSASIA,portugal,LHR,Y,Revenue,Forecast,136,20170101
AUSASIA,portugal,LHR,Y,Revenue,BGT,124.3,20170101
AUSASIA,portugal,LHR,Y,Revenue,VTB(%),10,20170101
AUSASIA,portugal,LHR,Y,Revenue,VTL(%),6,20170101
AUSASIA,portugal,LHR,Y,SAmarketShare(%),CY(%),4.99,20170101
AUSASIA,portugal,LHR,Y,SAmarketShare(%),VTL(pts),3.98,20170101
AUSASIA,portugal,LHR,Y,RASK,CY,2179,20170101
AUSASIA,portugal,LHR,Y,RASK,VTL,3,20170101
AUSASIA,portugal,LHR,Y,ASK,CY,2,20170101
AUSASIA,portugal,LHR,Y,ASK,V.LY,6.5,20170101
AUSASIA,portugal,LHR,Y,Yield,CY,6.5,20170101
AUSASIA,portugal,LHR,Y,Yield,VTL,9,20170101
AUSASIA,portugal,LHR,Y,LoadFactor,CY,66,20170101
AUSASIA,portugal,LHR,Y,LoadFactor,VTL,1.32,20170101
AUSASIA,portugal,MAN,F,Bookings,CY,0.23,20170101
AUSASIA,portugal,MAN,F,Bookings,VTL(%),45,20170101
AUSASIA,portugal,MAN,F,Bookings,TKT(%),88,20170101
AUSASIA,portugal,MAN,F,Passenger,Forecast,0.32,20170101
AUSASIA,portugal,MAN,F,Passenger,BGT,0.36,20170101
AUSASIA,portugal,MAN,F,Passenger,VTB(%),7,20170101
AUSASIA,portugal,MAN,F,Passenger,VTL(%),7,20170101
AUSASIA,portugal,MAN,F,ATV,Forecast,312.5,20170101
AUSASIA,portugal,MAN,F,ATV,BGT,359.6,20170101
AUSASIA,portugal,MAN,F,ATV,VTB(%),9,20170101
AUSASIA,portugal,MAN,F,ATV,VTL(%),5,20170101
AUSASIA,portugal,MAN,F,Revenue,Forecast,135,20170101
AUSASIA,portugal,MAN,F,Revenue,BGT,154.3,20170101
AUSASIA,portugal,MAN,F,Revenue,VTB(%),12,20170101
AUSASIA,portugal,MAN,F,Revenue,VTL(%),4,20170101
AUSASIA,portugal,MAN,F,SAmarketShare(%),CY(%),5.36,20170101
AUSASIA,portugal,MAN,F,SAmarketShare(%),VTL(pts),3.63,20170101
AUSASIA,portugal,MAN,F,RASK,CY,2456,20170101
AUSASIA,portugal,MAN,F,RASK,VTL,5,20170101
AUSASIA,portugal,MAN,F,ASK,CY,3,20170101
AUSASIA,portugal,MAN,F,ASK,V.LY,6.5,20170101
AUSASIA,portugal,MAN,F,Yield,CY,6.6,20170101
AUSASIA,portugal,MAN,F,Yield,VTL,8,20170101
AUSASIA,portugal,MAN,F,LoadFactor,CY,75,20170101
AUSASIA,portugal,MAN,F,LoadFactor,VTL,1.26,20170101
AUSASIA,portugal,MAN,Y,Bookings,CY,0.23,20170101
AUSASIA,portugal,MAN,Y,Bookings,VTL(%),45,20170101
AUSASIA,portugal,MAN,Y,Bookings,TKT(%),88,20170101
AUSASIA,portugal,MAN,Y,Passenger,Forecast,0.32,20170101
AUSASIA,portugal,MAN,Y,Passenger,BGT,0.36,20170101
AUSASIA,portugal,MAN,Y,Passenger,VTB(%),7,20170101
AUSASIA,portugal,MAN,Y,Passenger,VTL(%),7,20170101
AUSASIA,portugal,MAN,Y,ATV,Forecast,312.5,20170101
AUSASIA,portugal,MAN,Y,ATV,BGT,359.6,20170101
AUSASIA,portugal,MAN,Y,ATV,VTB(%),9,20170101
AUSASIA,portugal,MAN,Y,ATV,VTL(%),5,20170101
AUSASIA,portugal,MAN,Y,Revenue,Forecast,135,20170101
AUSASIA,portugal,MAN,Y,Revenue,BGT,154.3,20170101
AUSASIA,portugal,MAN,Y,Revenue,VTB(%),12,20170101
AUSASIA,portugal,MAN,Y,Revenue,VTL(%),4,20170101
AUSASIA,portugal,MAN,Y,SAmarketShare(%),CY(%),5.36,20170101
AUSASIA,portugal,MAN,Y,SAmarketShare(%),VTL(pts),3.63,20170101
AUSASIA,portugal,MAN,Y,RASK,CY,2456,20170101
AUSASIA,portugal,MAN,Y,RASK,VTL,5,20170101
AUSASIA,portugal,MAN,Y,ASK,CY,3,20170101
AUSASIA,portugal,MAN,Y,ASK,V.LY,6.5,20170101
AUSASIA,portugal,MAN,Y,Yield,CY,6.6,20170101
AUSASIA,portugal,MAN,Y,Yield,VTL,8,20170101
AUSASIA,portugal,MAN,Y,LoadFactor,CY,75,20170101
AUSASIA,portugal,MAN,Y,LoadFactor,VTL,1.26,20170101
AUSASIA,portugal,MAN,J,Bookings,CY,0.21,20170101
AUSASIA,portugal,MAN,J,Bookings,VTL(%),24,20170101
AUSASIA,portugal,MAN,J,Bookings,TKT(%),96,20170101
AUSASIA,portugal,MAN,J,Passenger,Forecast,0.23,20170101
AUSASIA,portugal,MAN,J,Passenger,BGT,0.25,20170101
AUSASIA,portugal,MAN,J,Passenger,VTB(%),3,20170101
AUSASIA,portugal,MAN,J,Passenger,VTL(%),8,20170101
AUSASIA,portugal,MAN,J,ATV,Forecast,305.2,20170101
AUSASIA,portugal,MAN,J,ATV,BGT,371.5,20170101
AUSASIA,portugal,MAN,J,ATV,VTB(%),11,20170101
AUSASIA,portugal,MAN,J,ATV,VTL(%),6,20170101
AUSASIA,portugal,MAN,J,Revenue,Forecast,132,20170101
AUSASIA,portugal,MAN,J,Revenue,BGT,123.6,20170101
AUSASIA,portugal,MAN,J,Revenue,VTB(%),13,20170101
AUSASIA,portugal,MAN,J,Revenue,VTL(%),2,20170101
AUSASIA,portugal,MAN,J,SAmarketShare(%),CY(%),5.23,20170101
AUSASIA,portugal,MAN,J,SAmarketShare(%),VTL(pts),3.12,20170101
AUSASIA,portugal,MAN,J,RASK,CY,2465,20170101
AUSASIA,portugal,MAN,J,RASK,VTL,4,20170101
AUSASIA,portugal,MAN,J,ASK,CY,2,20170101
AUSASIA,portugal,MAN,J,ASK,V.LY,6.2,20170101
AUSASIA,portugal,MAN,J,Yield,CY,6.3,20170101
AUSASIA,portugal,MAN,J,Yield,VTL,9,20170101
AUSASIA,portugal,MAN,J,LoadFactor,CY,86,20170101
AUSASIA,portugal,MAN,J,LoadFactor,VTL,1.23,20170101
AUSASIA,portugal,BHX,F,Bookings,CY,0.05,20170101
AUSASIA,portugal,BHX,F,Bookings,VTL(%),34,20170101
AUSASIA,portugal,BHX,F,Bookings,TKT(%),92,20170101
AUSASIA,portugal,BHX,F,Passenger,Forecast,0.04,20170101
AUSASIA,portugal,BHX,F,Passenger,BGT,0.25,20170101
AUSASIA,portugal,BHX,F,Passenger,VTB(%),3,20170101
AUSASIA,portugal,BHX,F,Passenger,VTL(%),8,20170101
AUSASIA,portugal,BHX,F,ATV,Forecast,312.6,20170101
AUSASIA,portugal,BHX,F,ATV,BGT,324.3,20170101
AUSASIA,portugal,BHX,F,ATV,VTB(%),16,20170101
AUSASIA,portugal,BHX,F,ATV,VTL(%),5,20170101
AUSASIA,portugal,BHX,F,Revenue,Forecast,135,20170101
AUSASIA,portugal,BHX,F,Revenue,BGT,165.2,20170101
AUSASIA,portugal,BHX,F,Revenue,VTB(%),15,20170101
AUSASIA,portugal,BHX,F,Revenue,VTL(%),3,20170101
AUSASIA,portugal,BHX,F,SAmarketShare(%),CY(%),4.26,20170101
AUSASIA,portugal,BHX,F,SAmarketShare(%),VTL(pts),2.9,20170101
AUSASIA,portugal,BHX,F,RASK,CY,2341,20170101
AUSASIA,portugal,BHX,F,RASK,VTL,5,20170101
AUSASIA,portugal,BHX,F,ASK,CY,3,20170101
AUSASIA,portugal,BHX,F,ASK,V.LY,5.3,20170101
AUSASIA,portugal,BHX,F,Yield,CY,6.3,20170101
AUSASIA,portugal,BHX,F,Yield,VTL,7,20170101
AUSASIA,portugal,BHX,F,LoadFactor,CY,68,20170101
AUSASIA,portugal,BHX,F,LoadFactor,VTL,1.32,20170101
AUSASIA,portugal,BHX,J,Bookings,CY,0.18,20170101
AUSASIA,portugal,BHX,J,Bookings,VTL(%),26,20170101
AUSASIA,portugal,BHX,J,Bookings,TKT(%),78,20170101
AUSASIA,portugal,BHX,J,Passenger,Forecast,0.32,20170101
AUSASIA,portugal,BHX,J,Passenger,BGT,0.36,20170101
AUSASIA,portugal,BHX,J,Passenger,VTB(%),4,20170101
AUSASIA,portugal,BHX,J,Passenger,VTL(%),7,20170101
AUSASIA,portugal,BHX,J,ATV,Forecast,303.6,20170101
AUSASIA,portugal,BHX,J,ATV,BGT,315.6,20170101
AUSASIA,portugal,BHX,J,ATV,VTB(%),13,20170101
AUSASIA,portugal,BHX,J,ATV,VTL(%),4,20170101
AUSASIA,portugal,BHX,J,Revenue,Forecast,121,20170101
AUSASIA,portugal,BHX,J,Revenue,BGT,175.3,20170101
AUSASIA,portugal,BHX,J,Revenue,VTB(%),13,20170101
AUSASIA,portugal,BHX,J,Revenue,VTL(%),4,20170101
AUSASIA,portugal,BHX,J,SAmarketShare(%),CY(%),5.49,20170101
AUSASIA,portugal,BHX,J,SAmarketShare(%),VTL(pts),2.16,20170101
AUSASIA,portugal,BHX,J,RASK,CY,2351,20170101
AUSASIA,portugal,BHX,J,RASK,VTL,4,20170101
AUSASIA,portugal,BHX,J,ASK,CY,2,20170101
AUSASIA,portugal,BHX,J,ASK,V.LY,5.4,20170101
AUSASIA,portugal,BHX,J,Yield,CY,6.1,20170101
AUSASIA,portugal,BHX,J,Yield,VTL,9,20170101
AUSASIA,portugal,BHX,J,LoadFactor,CY,66,20170101
AUSASIA,portugal,BHX,J,LoadFactor,VTL,1.36,20170101
AUSASIA,portugal,BHX,Y,Bookings,CY,0.21,20170101
AUSASIA,portugal,BHX,Y,Bookings,VTL(%),24,20170101
AUSASIA,portugal,BHX,Y,Bookings,TKT(%),96,20170101
AUSASIA,portugal,BHX,Y,Passenger,Forecast,0.23,20170101
AUSASIA,portugal,BHX,Y,Passenger,BGT,0.25,20170101
AUSASIA,portugal,BHX,Y,Passenger,VTB(%),3,20170101
AUSASIA,portugal,BHX,Y,Passenger,VTL(%),8,20170101
AUSASIA,portugal,BHX,Y,ATV,Forecast,305.2,20170101
AUSASIA,portugal,BHX,Y,ATV,BGT,371.5,20170101
AUSASIA,portugal,BHX,Y,ATV,VTB(%),11,20170101
AUSASIA,portugal,BHX,Y,ATV,VTL(%),6,20170101
AUSASIA,portugal,BHX,Y,Revenue,Forecast,132,20170101
AUSASIA,portugal,BHX,Y,Revenue,BGT,123.6,20170101
AUSASIA,portugal,BHX,Y,Revenue,VTB(%),13,20170101
AUSASIA,portugal,BHX,Y,Revenue,VTL(%),2,20170101
AUSASIA,portugal,BHX,Y,SAmarketShare(%),CY(%),5.23,20170101
AUSASIA,portugal,BHX,Y,SAmarketShare(%),VTL(pts),3.12,20170101
AUSASIA,portugal,BHX,Y,RASK,CY,2465,20170101
AUSASIA,portugal,BHX,Y,RASK,VTL,4,20170101
AUSASIA,portugal,BHX,Y,ASK,CY,2,20170101
AUSASIA,portugal,BHX,Y,ASK,V.LY,6.2,20170101
AUSASIA,portugal,BHX,Y,Yield,CY,6.3,20170101
AUSASIA,portugal,BHX,Y,Yield,VTL,9,20170101
AUSASIA,portugal,BHX,Y,LoadFactor,CY,86,20170101
AUSASIA,portugal,BHX,Y,LoadFactor,VTL,1.23,20170101
AUSASIA,Italy,LHR,F,Bookings,CY,0.21,20170101
AUSASIA,Italy,LHR,F,Bookings,VTL(%),21,20170101
AUSASIA,Italy,LHR,F,Bookings,TKT(%),58,20170101
AUSASIA,Italy,LHR,F,Passenger,Forecast,0.25,20170101
AUSASIA,Italy,LHR,F,Passenger,BGT,0.23,20170101
AUSASIA,Italy,LHR,F,Passenger,VTB(%),6,20170101
AUSASIA,Italy,LHR,F,Passenger,VTL(%),6,20170101
AUSASIA,Italy,LHR,F,ATV,Forecast,302.9,20170101
AUSASIA,Italy,LHR,F,ATV,BGT,352.3,20170101
AUSASIA,Italy,LHR,F,ATV,VTB(%),10,20170101
AUSASIA,Italy,LHR,F,ATV,VTL(%),6,20170101
AUSASIA,Italy,LHR,F,Revenue,Forecast,136,20170101
AUSASIA,Italy,LHR,F,Revenue,BGT,124.3,20170101
AUSASIA,Italy,LHR,F,Revenue,VTB(%),10,20170101
AUSASIA,Italy,LHR,F,Revenue,VTL(%),6,20170101
AUSASIA,Italy,LHR,F,SAmarketShare(%),CY(%),4.99,20170101
AUSASIA,Italy,LHR,F,SAmarketShare(%),VTL(pts),3.98,20170101
AUSASIA,Italy,LHR,F,RASK,CY,2179,20170101
AUSASIA,Italy,LHR,F,RASK,VTL,3,20170101
AUSASIA,Italy,LHR,F,ASK,CY,2,20170101
AUSASIA,Italy,LHR,F,ASK,V.LY,6.5,20170101
AUSASIA,Italy,LHR,F,Yield,CY,6.5,20170101
AUSASIA,Italy,LHR,F,Yield,VTL,9,20170101
AUSASIA,Italy,LHR,F,LoadFactor,CY,66,20170101
AUSASIA,Italy,LHR,F,LoadFactor,VTL,1.32,20170101
AUSASIA,Italy,LHR,J,Bookings,CY,0.23,20170101
AUSASIA,Italy,LHR,J,Bookings,VTL(%),45,20170101
AUSASIA,Italy,LHR,J,Bookings,TKT(%),88,20170101
AUSASIA,Italy,LHR,J,Passenger,Forecast,0.32,20170101
AUSASIA,Italy,LHR,J,Passenger,BGT,0.36,20170101
AUSASIA,Italy,LHR,J,Passenger,VTB(%),7,20170101
AUSASIA,Italy,LHR,J,Passenger,VTL(%),7,20170101
AUSASIA,Italy,LHR,J,ATV,Forecast,312.5,20170101
AUSASIA,Italy,LHR,J,ATV,BGT,359.6,20170101
AUSASIA,Italy,LHR,J,ATV,VTB(%),9,20170101
AUSASIA,Italy,LHR,J,ATV,VTL(%),5,20170101
AUSASIA,Italy,LHR,J,Revenue,Forecast,135,20170101
AUSASIA,Italy,LHR,J,Revenue,BGT,154.3,20170101
AUSASIA,Italy,LHR,J,Revenue,VTB(%),12,20170101
AUSASIA,Italy,LHR,J,Revenue,VTL(%),4,20170101
AUSASIA,Italy,LHR,J,SAmarketShare(%),CY(%),5.36,20170101
AUSASIA,Italy,LHR,J,SAmarketShare(%),VTL(pts),3.63,20170101
AUSASIA,Italy,LHR,J,RASK,CY,2456,20170101
AUSASIA,Italy,LHR,J,RASK,VTL,5,20170101
AUSASIA,Italy,LHR,J,ASK,CY,3,20170101
AUSASIA,Italy,LHR,J,ASK,V.LY,6.5,20170101
AUSASIA,Italy,LHR,J,Yield,CY,6.6,20170101
AUSASIA,Italy,LHR,J,Yield,VTL,8,20170101
AUSASIA,Italy,LHR,J,LoadFactor,CY,75,20170101
AUSASIA,Italy,LHR,J,LoadFactor,VTL,1.26,20170101
AUSASIA,Italy,LHR,Y,Bookings,CY,0.22,20170101
AUSASIA,Italy,LHR,Y,Bookings,VTL(%),12,20170101
AUSASIA,Italy,LHR,Y,Bookings,TKT(%),94,20170101
AUSASIA,Italy,LHR,Y,Passenger,Forecast,0.45,20170101
AUSASIA,Italy,LHR,Y,Passenger,BGT,0.46,20170101
AUSASIA,Italy,LHR,Y,Passenger,VTB(%),2,20170101
AUSASIA,Italy,LHR,Y,Passenger,VTL(%),9,20170101
AUSASIA,Italy,LHR,Y,ATV,Forecast,306.7,20170101
AUSASIA,Italy,LHR,Y,ATV,BGT,348.9,20170101
AUSASIA,Italy,LHR,Y,ATV,VTB(%),12,20170101
AUSASIA,Italy,LHR,Y,ATV,VTL(%),7,20170101
AUSASIA,Italy,LHR,Y,Revenue,Forecast,138,20170101
AUSASIA,Italy,LHR,Y,Revenue,BGT,159.79,20170101
AUSASIA,Italy,LHR,Y,Revenue,VTB(%),14,20170101
AUSASIA,Italy,LHR,Y,Revenue,VTL(%),1,20170101
AUSASIA,Italy,LHR,Y,SAmarketShare(%),CY(%),5.73,20170101
AUSASIA,Italy,LHR,Y,SAmarketShare(%),VTL(pts),3.17,20170101
AUSASIA,Italy,LHR,Y,RASK,CY,2645,20170101
AUSASIA,Italy,LHR,Y,RASK,VTL,5,20170101
AUSASIA,Italy,LHR,Y,ASK,CY,1,20170101
AUSASIA,Italy,LHR,Y,ASK,V.LY,6.5,20170101
AUSASIA,Italy,LHR,Y,Yield,CY,6.2,20170101
AUSASIA,Italy,LHR,Y,Yield,VTL,10,20170101
AUSASIA,Italy,LHR,Y,LoadFactor,CY,77,20170101
AUSASIA,Italy,LHR,Y,LoadFactor,VTL,1.23,20170101
AUSASIA,Italy,MAN,F,Bookings,CY,0.21,20170101
AUSASIA,Italy,MAN,F,Bookings,VTL(%),24,20170101
AUSASIA,Italy,MAN,F,Bookings,TKT(%),96,20170101
AUSASIA,Italy,MAN,F,Passenger,Forecast,0.23,20170101
AUSASIA,Italy,MAN,F,Passenger,BGT,0.25,20170101
AUSASIA,Italy,MAN,F,Passenger,VTB(%),3,20170101
AUSASIA,Italy,MAN,F,Passenger,VTL(%),8,20170101
AUSASIA,Italy,MAN,F,ATV,Forecast,305.2,20170101
AUSASIA,Italy,MAN,F,ATV,BGT,371.5,20170101
AUSASIA,Italy,MAN,F,ATV,VTB(%),11,20170101
AUSASIA,Italy,MAN,F,ATV,VTL(%),6,20170101
AUSASIA,Italy,MAN,F,Revenue,Forecast,132,20170101
AUSASIA,Italy,MAN,F,Revenue,BGT,123.6,20170101
AUSASIA,Italy,MAN,F,Revenue,VTB(%),13,20170101
AUSASIA,Italy,MAN,F,Revenue,VTL(%),2,20170101
AUSASIA,Italy,MAN,F,SAmarketShare(%),CY(%),5.23,20170101
AUSASIA,Italy,MAN,F,SAmarketShare(%),VTL(pts),3.12,20170101
AUSASIA,Italy,MAN,F,RASK,CY,2465,20170101
AUSASIA,Italy,MAN,F,RASK,VTL,4,20170101
AUSASIA,Italy,MAN,F,ASK,CY,2,20170101
AUSASIA,Italy,MAN,F,ASK,V.LY,6.2,20170101
AUSASIA,Italy,MAN,F,Yield,CY,6.3,20170101
AUSASIA,Italy,MAN,F,Yield,VTL,9,20170101
AUSASIA,Italy,MAN,F,LoadFactor,CY,86,20170101
AUSASIA,Italy,MAN,F,LoadFactor,VTL,1.23,20170101
AUSASIA,Italy,MAN,Y,Bookings,CY,0.21,20170101
AUSASIA,Italy,MAN,Y,Bookings,VTL(%),24,20170101
AUSASIA,Italy,MAN,Y,Bookings,TKT(%),96,20170101
AUSASIA,Italy,MAN,Y,Passenger,Forecast,0.23,20170101
AUSASIA,Italy,MAN,Y,Passenger,BGT,0.25,20170101
AUSASIA,Italy,MAN,Y,Passenger,VTB(%),3,20170101
AUSASIA,Italy,MAN,Y,Passenger,VTL(%),8,20170101
AUSASIA,Italy,MAN,Y,ATV,Forecast,305.2,20170101
AUSASIA,Italy,MAN,Y,ATV,BGT,371.5,20170101
AUSASIA,Italy,MAN,Y,ATV,VTB(%),11,20170101
AUSASIA,Italy,MAN,Y,ATV,VTL(%),6,20170101
AUSASIA,Italy,MAN,Y,Revenue,Forecast,132,20170101
AUSASIA,Italy,MAN,Y,Revenue,BGT,123.6,20170101
AUSASIA,Italy,MAN,Y,Revenue,VTB(%),13,20170101
AUSASIA,Italy,MAN,Y,Revenue,VTL(%),2,20170101
AUSASIA,Italy,MAN,Y,SAmarketShare(%),CY(%),5.23,20170101
AUSASIA,Italy,MAN,Y,SAmarketShare(%),VTL(pts),3.12,20170101
AUSASIA,Italy,MAN,Y,RASK,CY,2465,20170101
AUSASIA,Italy,MAN,Y,RASK,VTL,4,20170101
AUSASIA,Italy,MAN,Y,ASK,CY,2,20170101
AUSASIA,Italy,MAN,Y,ASK,V.LY,6.2,20170101
AUSASIA,Italy,MAN,Y,Yield,CY,6.3,20170101
AUSASIA,Italy,MAN,Y,Yield,VTL,9,20170101
AUSASIA,Italy,MAN,Y,LoadFactor,CY,86,20170101
AUSASIA,Italy,MAN,Y,LoadFactor,VTL,1.23,20170101
AUSASIA,Italy,MAN,J,Bookings,CY,0.05,20170101
AUSASIA,Italy,MAN,J,Bookings,VTL(%),34,20170101
AUSASIA,Italy,MAN,J,Bookings,TKT(%),92,20170101
AUSASIA,Italy,MAN,J,Passenger,Forecast,0.04,20170101
AUSASIA,Italy,MAN,J,Passenger,BGT,0.25,20170101
AUSASIA,Italy,MAN,J,Passenger,VTB(%),3,20170101
AUSASIA,Italy,MAN,J,Passenger,VTL(%),8,20170101
AUSASIA,Italy,MAN,J,ATV,Forecast,312.6,20170101
AUSASIA,Italy,MAN,J,ATV,BGT,324.3,20170101
AUSASIA,Italy,MAN,J,ATV,VTB(%),16,20170101
AUSASIA,Italy,MAN,J,ATV,VTL(%),5,20170101
AUSASIA,Italy,MAN,J,Revenue,Forecast,135,20170101
AUSASIA,Italy,MAN,J,Revenue,BGT,165.2,20170101
AUSASIA,Italy,MAN,J,Revenue,VTB(%),15,20170101
AUSASIA,Italy,MAN,J,Revenue,VTL(%),3,20170101
AUSASIA,Italy,MAN,J,SAmarketShare(%),CY(%),4.26,20170101
AUSASIA,Italy,MAN,J,SAmarketShare(%),VTL(pts),2.9,20170101
AUSASIA,Italy,MAN,J,RASK,CY,2341,20170101
AUSASIA,Italy,MAN,J,RASK,VTL,5,20170101
AUSASIA,Italy,MAN,J,ASK,CY,3,20170101
AUSASIA,Italy,MAN,J,ASK,V.LY,5.3,20170101
AUSASIA,Italy,MAN,J,Yield,CY,6.3,20170101
AUSASIA,Italy,MAN,J,Yield,VTL,7,20170101
AUSASIA,Italy,MAN,J,LoadFactor,CY,68,20170101
AUSASIA,Italy,MAN,J,LoadFactor,VTL,1.32,20170101
AUSASIA,Italy,BHX,F,Bookings,CY,0.18,20170101
AUSASIA,Italy,BHX,F,Bookings,VTL(%),26,20170101
AUSASIA,Italy,BHX,F,Bookings,TKT(%),78,20170101
AUSASIA,Italy,BHX,F,Passenger,Forecast,0.32,20170101
AUSASIA,Italy,BHX,F,Passenger,BGT,0.36,20170101
AUSASIA,Italy,BHX,F,Passenger,VTB(%),4,20170101
